"termino_espanol","termino_ingles","emotion","valence","arousal","dominance","nivel_arousal"
"amenaza","threat","anger",-0.825,0.73,0.334,"alto"
"amenaza","menace","anger",-0.75,0.788,0.518,"alto"
"amenaza","threat","fear",-0.825,0.73,0.334,"alto"
"amenaza","menace","fear",-0.75,0.788,0.518,"alto"
"amenazador","menacing","anger",-0.916,0.76,0.286,"alto"
"amenazador","menacing","fear",-0.916,0.76,0.286,"alto"
"amenazante","forbidding","anger",-0.604,0.562,0,"alto"
"amenazante","threatening","anger",-0.858,0.75,0.304,"alto"
"amenazante","threatening","disgust",-0.858,0.75,0.304,"alto"
"amenazante","threatening","fear",-0.858,0.75,0.304,"alto"
"amenazante","forbidding","fear",-0.604,0.562,0,"alto"
"amenazar","threaten","anger",-0.881,0.913,0.009,"alto"
"amenazar","threaten","anticipation",-0.881,0.913,0.009,"alto"
"amenazar","threaten","fear",-0.881,0.913,0.009,"alto"
"amigable","friendly","anticipation",0.834,-0.204,0.196,"medio"
"amigable","friendly","joy",0.834,-0.204,0.196,"medio"
"amigable","friendly","trust",0.834,-0.204,0.196,"medio"
"amigo","buddy","anticipation",0.768,0.17,0.31,"medio"
"amigo","buddy","joy",0.768,0.17,0.31,"medio"
"amigo","friend","joy",0.812,-0.174,0.146,"medio"
"amigo","buddy","trust",0.768,0.17,0.31,"medio"
"amigo","friend","trust",0.812,-0.174,0.146,"medio"
"amistad","friendship","joy",0.916,-0.314,0.388,"medio"
"amistad","friendship","trust",0.916,-0.314,0.388,"medio"
"amistoso","amicable","joy",0.75,-0.34,0.014,"bajo"
"amnistía","amnesty","joy",0.102,-0.098,0.628,"medio"
"amonestación","admonition","fear",-0.286,0.212,-0.09,"medio"
"amoníaco","ammonia","disgust",-0.416,0.174,-0.182,"medio"
"amor","love","joy",0.996,0.334,0.234,"alto"
"amortización","amortization","trust",0.184,-0.018,0.044,"medio"
"ampolla","blister","disgust",-0.186,0.076,-0.196,"medio"
"anaconda","anaconda","disgust",-0.708,0.66,0.08,"alto"
"anaconda","anaconda","fear",-0.708,0.66,0.08,"alto"
"analfabeto","illiterate","disgust",-0.76,-0.18,-0.698,"medio"
"analista","analyst","anticipation",0.208,-0.17,0.51,"medio"
"analista","analyst","trust",0.208,-0.17,0.51,"medio"
"anarquía","anarchy","anger",-0.708,0.51,0.24,"alto"
"anarquía","anarchy","fear",-0.708,0.51,0.24,"alto"
"anarquismo","anarchism","anger",-0.75,0.608,0.246,"alto"
"anarquismo","anarchism","fear",-0.75,0.608,0.246,"alto"
"anarquista","anarchist","anger",-0.592,0.4,0.518,"alto"
"anarquista","anarchist","fear",-0.592,0.4,0.518,"alto"
"anatema","anathema","anger",-0.428,-0.02,0.038,"medio"
"anatema","anathema","disgust",-0.428,-0.02,0.038,"medio"
"anatema","anathema","fear",-0.428,-0.02,0.038,"medio"
"anatema","anathema","sadness",-0.428,-0.02,0.038,"medio"
"ancestral","ancestral","trust",0.28,-0.038,0.5,"medio"
"ancianos","elders","trust",0.204,-0.48,-0.118,"bajo"
"anclaje","anchorage","sadness",0,-0.35,0.278,"bajo"
"andamio","scaffold","fear",-0.04,0,-0.328,"medio"
"anexo","outhouse","disgust",-0.438,0.038,-0.49,"medio"
"anfetaminas","amphetamines","disgust",-0.734,0.334,0.052,"alto"
"ángel","angel","anticipation",0.812,-0.684,0.408,"bajo"
"ángel","angel","joy",0.812,-0.684,0.408,"bajo"
"ángel","angel","surprise",0.812,-0.684,0.408,"bajo"
"ángel","angel","trust",0.812,-0.684,0.408,"bajo"
"angelical","angelic","joy",0.656,-0.404,0.336,"bajo"
"angelical","angelic","trust",0.656,-0.404,0.336,"bajo"
"angina de pecho","angina","fear",-0.54,0.26,-0.072,"medio"
"Anguila","eel","fear",-0.416,0.128,-0.026,"medio"
"angustia","distress","anger",-0.854,0.68,-0.208,"alto"
"angustia","anguish","anger",-0.694,0.584,-0.47,"alto"
"angustia","distress","disgust",-0.854,0.68,-0.208,"alto"
"angustia","distress","fear",-0.854,0.68,-0.208,"alto"
"angustia","anguish","fear",-0.694,0.584,-0.47,"alto"
"angustia","heartache","sadness",-0.824,0.5,-0.418,"alto"
"angustia","anguish","sadness",-0.694,0.584,-0.47,"alto"
"angustia","distress","sadness",-0.854,0.68,-0.208,"alto"
"angustia","distress","surprise",-0.854,0.68,-0.208,"alto"
"angustia","pang","surprise",-0.708,0.19,-0.09,"medio"
"angustioso","distressing","anger",-0.85,0.5,-0.25,"alto"
"angustioso","distressing","fear",-0.85,0.5,-0.25,"alto"
"anhelo","hankering","anticipation",0.208,0.08,0.116,"medio"
"anhelo","yearning","anticipation",0.418,0.02,0.074,"medio"
"anhelo","yearning","joy",0.418,0.02,0.074,"medio"
"anhelo","yearning","trust",0.418,0.02,0.074,"medio"
"animado","animated","joy",0.646,0.352,0.076,"alto"
"animar","enliven","joy",0.666,0.366,0.404,"alto"
"animar","enliven","surprise",0.666,0.366,0.404,"alto"
"animar","enliven","trust",0.666,0.366,0.404,"alto"
"ánimo","animus","anger",0.396,0.352,-0.068,"alto"
"ánimo","zest","anticipation",0.834,0.538,0.69,"alto"
"ánimo","zest","joy",0.834,0.538,0.69,"alto"
"ánimo","zest","trust",0.834,0.538,0.69,"alto"
"animosidad","animosity","anger",0.02,0.448,0.09,"alto"
"animosidad","animosity","disgust",0.02,0.448,0.09,"alto"
"animosidad","animosity","fear",0.02,0.448,0.09,"alto"
"animosidad","animosity","sadness",0.02,0.448,0.09,"alto"
"aniquilación","annihilation","anger",-0.918,0.6,0.182,"alto"
"aniquilación","annihilation","fear",-0.918,0.6,0.182,"alto"
"aniquilación","annihilation","sadness",-0.918,0.6,0.182,"alto"
"aniquilado","annihilated","anger",-0.84,0.52,-0.352,"alto"
"aniquilado","annihilated","fear",-0.84,0.52,-0.352,"alto"
"aniquilado","annihilated","sadness",-0.84,0.52,-0.352,"alto"
"aniquilar","annihilate","anger",-0.77,0.836,0.362,"alto"
"aniquilar","annihilate","fear",-0.77,0.836,0.362,"alto"
"aniversario","jubilee","joy",0.832,0,0.158,"medio"
"aniversario","jubilee","surprise",0.832,0,0.158,"medio"
"anomalía","anomaly","fear",-0.624,0.076,-0.192,"medio"
"anomalía","anomaly","surprise",-0.624,0.076,-0.192,"medio"
"anormal","abnormal","disgust",-0.726,0.208,-0.382,"medio"
"ansiedad","anxiety","anger",-0.708,0.73,-0.316,"alto"
"ansiedad","anxiety","anticipation",-0.708,0.73,-0.316,"alto"
"ansiedad","anxiety","fear",-0.708,0.73,-0.316,"alto"
"ansiedad","anxiety","sadness",-0.708,0.73,-0.316,"alto"
"ansioso","eager","anticipation",0.042,0.624,-0.388,"alto"
"ansioso","anxious","anticipation",-0.438,0.75,-0.132,"alto"
"ansioso","anxious","fear",-0.438,0.75,-0.132,"alto"
"ansioso","eager","joy",0.042,0.624,-0.388,"alto"
"ansioso","eager","surprise",0.042,0.624,-0.388,"alto"
"ansioso","eager","trust",0.042,0.624,-0.388,"alto"
"antagonismo","antagonism","anger",-0.552,0.236,0.048,"medio"
"antagonista","antagonist","anger",-0.52,0.23,0.4,"medio"
"antagonista","antagonistic","anger",-0.408,0.208,0.13,"medio"
"antagonista","antagonistic","disgust",-0.408,0.208,0.13,"medio"
"antebrazo","forearm","anger",-0.062,-0.392,0.018,"bajo"
"antebrazo","forearm","anticipation",-0.062,-0.392,0.018,"bajo"
"antecristo","antichrist","anger",-0.836,0.674,0.088,"alto"
"antecristo","antichrist","disgust",-0.836,0.674,0.088,"alto"
"antecristo","antichrist","fear",-0.836,0.674,0.088,"alto"
"antepasados","forefathers","joy",0.38,-0.176,0.254,"medio"
"antepasados","forefathers","trust",0.38,-0.176,0.254,"medio"
"anticipación","anticipation","anticipation",0.396,0.078,0.422,"medio"
"anticipado","anticipatory","anticipation",0.306,0.102,0.364,"medio"
"antídoto","antidote","anticipation",0.082,-0.02,0.258,"medio"
"antídoto","antidote","trust",0.082,-0.02,0.258,"medio"
"antieconómico","wasteful","anger",-0.654,0.46,-0.182,"alto"
"antieconómico","wasteful","disgust",-0.654,0.46,-0.182,"alto"
"antieconómico","wasteful","sadness",-0.654,0.46,-0.182,"alto"
"antifúngico","antifungal","trust",-0.184,-0.176,-0.118,"medio"
"antigüedad","seniority","trust",0.625,-0.383,0.714,"bajo"
"antinatural","unnatural","disgust",-0.694,0.174,-0.132,"medio"
"antinatural","unnatural","fear",-0.694,0.174,-0.132,"medio"
"antipatía","antipathy","anger",-0.604,0.098,-0.214,"medio"
"antipatía","antipathy","disgust",-0.604,0.098,-0.214,"medio"
"antiséptico","antiseptic","trust",-0.124,-0.26,0.246,"medio"
"antisocial","antisocial","anger",-0.708,0.372,-0.218,"alto"
"antisocial","antisocial","disgust",-0.708,0.372,-0.218,"alto"
"antisocial","antisocial","fear",-0.708,0.372,-0.218,"alto"
"antisocial","antisocial","sadness",-0.708,0.372,-0.218,"alto"
"antítesis","antithesis","anger",-0.208,-0.176,0.072,"medio"
"antojo","craving","anticipation",0.02,0.51,0.272,"alto"
"ántrax","anthrax","disgust",-0.624,0.46,0,"alto"
"ántrax","anthrax","fear",-0.624,0.46,0,"alto"
"ántrax","anthrax","sadness",-0.624,0.46,0,"alto"
"anulación","annulment","sadness",-0.694,-0.25,-0.106,"medio"
"anular","quash","fear",-0.458,0.378,0.036,"alto"
"anular","nullify","surprise",-0.49,-0.254,-0.21,"medio"
"anular una hipoteca","foreclose","fear",-0.56,0.164,0.12,"medio"
"anular una hipoteca","foreclose","sadness",-0.56,0.164,0.12,"medio"
"anuncio","announcement","anticipation",0.458,-0.018,-0.036,"medio"
"apache","apache","fear",0.374,-0.062,0,"medio"
"aparición","apparition","fear",-0.188,0.146,0.272,"medio"
"aparición","apparition","surprise",-0.188,0.146,0.272,"medio"
"apasionado","passionate","anticipation",0.99,0.448,0.498,"alto"
"apasionado","passionate","joy",0.99,0.448,0.498,"alto"
"apasionado","passionate","trust",0.99,0.448,0.498,"alto"
"apatía","apathy","sadness",-0.632,-0.576,-0.592,"bajo"
"apático","listless","sadness",-0.562,-0.3,-0.538,"medio"
"apático","apathetic","sadness",-0.624,-0.416,-0.334,"bajo"
"apelación","appeal","anticipation",0.326,0.196,0.116,"medio"
"apenas","scarcely","sadness",-0.836,-0.176,-0.68,"medio"
"apendicitis","appendicitis","fear",-0.938,0.28,-0.306,"medio"
"apendicitis","appendicitis","sadness",-0.938,0.28,-0.306,"medio"
"aplastada","crushed","anger",-0.667,0.294,-0.926,"medio"
"aplastada","crushed","disgust",-0.667,0.294,-0.926,"medio"
"aplastada","crushed","fear",-0.667,0.294,-0.926,"medio"
"aplastada","crushed","sadness",-0.667,0.294,-0.926,"medio"
"aplastante","crushing","anger",-0.562,0.51,-0.178,"alto"
"aplastante","crushing","disgust",-0.562,0.51,-0.178,"alto"
"aplastante","crushing","fear",-0.562,0.51,-0.178,"alto"
"aplastar","squelch","anger",-0.458,0.02,-0.076,"medio"
"aplastar","smash","anger",-0.61,0.384,0.06,"alto"
"aplastar","squelch","disgust",-0.458,0.02,-0.076,"medio"
"aplastar","smash","fear",-0.61,0.384,0.06,"alto"
"aplaudir","clap","anticipation",0.558,0.462,0.058,"alto"
"aplaudir","clap","joy",0.558,0.462,0.058,"alto"
"aplaudir","clap","trust",0.558,0.462,0.058,"alto"
"aplausos","cheering","joy",0.63,0.648,0.284,"alto"
"aplausos","applause","joy",0.906,0.714,0.242,"alto"
"aplausos","applause","surprise",0.906,0.714,0.242,"alto"
"aplausos","applause","trust",0.906,0.714,0.242,"alto"
"aplazamiento","postponement","surprise",-0.104,0.138,-0.172,"medio"
"apoderado","proxy","trust",0.042,-0.184,0.04,"medio"
"apogeo","heyday","anticipation",0.292,0.36,0.346,"alto"
"apogeo","heyday","joy",0.292,0.36,0.346,"alto"
"apogeo","heyday","trust",0.292,0.36,0.346,"alto"
"apologético","apologetic","trust",-0.042,-0.078,0.142,"medio"
"apóstol","apostle","trust",0.292,-0.306,0.464,"medio"
"apostólico","apostolic","trust",0.184,-0.4,0.434,"bajo"
"apreciación","appreciation","joy",0.834,0.058,0.176,"medio"
"apreciación","appreciation","trust",0.834,0.058,0.176,"medio"
"aprehender","apprehend","fear",0.042,0.248,0.392,"medio"
"aprendiz","apprentice","trust",0.23,-0.174,-0.096,"medio"
"aprensivo","apprehensive","anticipation",-0.188,0.184,-0.138,"medio"
"aprensivo","apprehensive","fear",-0.188,0.184,-0.138,"medio"
"apresador","captor","fear",-0.306,0.25,0.224,"medio"
"apresurado","hurried","anticipation",-0.372,0.612,-0.214,"alto"
"apretar","tighten","anger",-0.224,-0.026,0.254,"medio"
"aprobación","approbation","trust",0.481,0.058,0.548,"medio"
"aprobar","approve","joy",0.75,0.096,0.482,"medio"
"aprobar","approve","trust",0.75,0.096,0.482,"medio"
"apuro","hurry","anticipation",-0.156,0.47,-0.038,"alto"
"arancel","tariff","anger",-0.082,-0.196,-0.018,"medio"
"arancel","tariff","disgust",-0.082,-0.196,-0.018,"medio"
"araña","spider","disgust",-0.542,0.138,-0.14,"medio"
"araña","spider","fear",-0.542,0.138,-0.14,"medio"
"arbitraje","arbitration","anticipation",0.174,0.204,0.34,"medio"
"árbitro","arbiter","trust",0.122,0.074,0.628,"medio"
"árbitro","arbitrator","trust",-0.23,-0.104,0.59,"medio"
"árbitro","umpire","trust",0.04,0.184,0.51,"medio"
"árbitro","referee","trust",0.062,0.288,0.556,"medio"
"árbol","tree","anger",0.34,-0.764,-0.116,"bajo"
"árbol","tree","anticipation",0.34,-0.764,-0.116,"bajo"
"árbol","tree","disgust",0.34,-0.764,-0.116,"bajo"
"árbol","tree","joy",0.34,-0.764,-0.116,"bajo"
"árbol","tree","surprise",0.34,-0.764,-0.116,"bajo"
"árbol","tree","trust",0.34,-0.764,-0.116,"bajo"
"árbol genealógico","pedigree","trust",0.25,-0.32,0.218,"medio"
"ardiente","ardent","anticipation",0.388,0.746,0.444,"alto"
"ardiente","ardent","joy",0.388,0.746,0.444,"alto"
"arena","grit","trust",-0.102,-0.408,-0.31,"bajo"
"argumentación","argumentation","anger",-0.042,0.098,0.52,"medio"
"argumento","argument","anger",0.02,-0.072,0.396,"medio"
"argumentos","arguments","anger",0.082,0.204,0.314,"medio"
"árido","arid","sadness",-0.354,-0.334,-0.242,"bajo"
"armado","armed","anger",-0.624,0.5,0.616,"alto"
"armado","armed","fear",-0.624,0.5,0.616,"alto"
"armadura","armor","fear",-0.062,0.25,0.568,"medio"
"armadura","armor","trust",-0.062,0.25,0.568,"medio"
"armamento","armament","anger",-0.604,0.528,0.62,"alto"
"armamento","armaments","fear",-0.616,0.678,0.66,"alto"
"armamento","armament","fear",-0.604,0.528,0.62,"alto"
"armas de fuego","firearms","anger",-0.56,0.886,0.762,"alto"
"armas de fuego","firearms","fear",-0.56,0.886,0.762,"alto"
"armonía","harmony","joy",0.898,-0.54,0.018,"bajo"
"armonía","harmony","trust",0.898,-0.54,0.018,"bajo"
"armoniosamente","harmoniously","joy",0.938,-0.47,0.294,"bajo"
"armoniosamente","harmoniously","trust",0.938,-0.47,0.294,"bajo"
"arqueología","archaeology","anticipation",0.192,-0.284,0.382,"medio"
"arquitectura","architecture","trust",0.64,-0.22,0.388,"medio"
"arraigado","rooted","trust",0.02,0.054,0.436,"medio"
"arrebatado","rapt","joy",0.042,0.472,0.02,"alto"
"arrebatado","rapt","surprise",0.042,0.472,0.02,"alto"
"arrebatado","rapt","trust",0.042,0.472,0.02,"alto"
"arrepentido","regretted","sadness",-0.296,0.08,-0.264,"medio"
"arrepentirse","repent","fear",-0.102,-0.156,-0.228,"medio"
"Arrestado","busted","anger",-0.592,0.352,-0.31,"alto"
"Arrestado","busted","fear",-0.592,0.352,-0.31,"alto"
"arriesgado","risky","anticipation",-0.552,0.844,0.4,"alto"
"arriesgado","risky","fear",-0.552,0.844,0.4,"alto"
"arrogante","arrogant","anger",-0.77,0.51,0.16,"alto"
"arrogante","haughty","anger",-0.52,0.416,0.176,"alto"
"arrogante","arrogant","disgust",-0.77,0.51,0.16,"alto"
"arrojar","spew","disgust",-0.48,0.302,0.146,"medio"
"arrugado","wrinkled","sadness",-0.458,-0.196,-0.6,"medio"
"arruinado","ruined","anger",-0.73,0.128,-0.612,"medio"
"arruinado","dilapidated","disgust",-0.542,0.236,-0.428,"medio"
"arruinado","ruined","disgust",-0.73,0.128,-0.612,"medio"
"arruinado","blighted","disgust",-0.708,0.23,-0.408,"medio"
"arruinado","ruined","fear",-0.73,0.128,-0.612,"medio"
"arruinado","bankrupt","fear",-0.674,0.346,-0.326,"alto"
"arruinado","bankrupt","sadness",-0.674,0.346,-0.326,"alto"
"arruinado","blighted","sadness",-0.708,0.23,-0.408,"medio"
"arruinado","ruined","sadness",-0.73,0.128,-0.612,"medio"
"arruinado","dilapidated","sadness",-0.542,0.236,-0.428,"medio"
"arruinar","spoil","disgust",-0.708,0.446,-0.344,"alto"
"arsenal","armory","trust",-0.104,0.326,0.6,"medio"
"arsénico","arsenic","disgust",-0.438,-0.056,-0.106,"medio"
"arsénico","arsenic","fear",-0.438,-0.056,-0.106,"medio"
"arsénico","arsenic","sadness",-0.438,-0.056,-0.106,"medio"
"Arte","art","anticipation",0.624,-0.28,0.206,"medio"
"Arte","art","joy",0.624,-0.28,0.206,"medio"
"Arte","art","sadness",0.624,-0.28,0.206,"medio"
"Arte","art","surprise",0.624,-0.28,0.206,"medio"
"artillería","ordnance","fear",-0.292,0.65,0.358,"alto"
"artillería","artillery","fear",-0.3,0.824,0.588,"alto"
"asalto","storming","anger",-0.47,0.82,0.338,"alto"
"asamblea","assembly","trust",0.396,0,0.28,"medio"
"asar","broil","anger",0.02,-0.192,-0.34,"medio"
"asco","disgust","anger",-0.896,0.55,-0.366,"alto"
"asco","disgust","disgust",-0.896,0.55,-0.366,"alto"
"asco","disgust","fear",-0.896,0.55,-0.366,"alto"
"asco","disgust","sadness",-0.896,0.55,-0.366,"alto"
"asegurar","assure","trust",0.82,-0.08,0.678,"medio"
"asegurar","insure","trust",0.4,-0.17,0.396,"medio"
"asequible","obtainable","joy",0.354,-0.346,0.404,"bajo"
"asesinar","assassinate","anger",-0.898,0.969,0.444,"alto"
"asesinar","assassinate","fear",-0.898,0.969,0.444,"alto"
"asesinato","assassination","anger",-0.834,0.882,0.05,"alto"
"asesinato","murder","anger",-0.878,0.884,0.23,"alto"
"asesinato","killing","anger",-0.84,0.95,0.392,"alto"
"asesinato","murder","disgust",-0.878,0.884,0.23,"alto"
"asesinato","murder","fear",-0.878,0.884,0.23,"alto"
"asesinato","assassination","fear",-0.834,0.882,0.05,"alto"
"asesinato","killing","fear",-0.84,0.95,0.392,"alto"
"asesinato","assassination","sadness",-0.834,0.882,0.05,"alto"
"asesinato","murder","sadness",-0.878,0.884,0.23,"alto"
"asesinato","killing","sadness",-0.84,0.95,0.392,"alto"
"asesinato","murder","surprise",-0.878,0.884,0.23,"alto"
"asesino","slayer","anger",-0.918,0.86,0.322,"alto"
"asesino","assassin","anger",-0.854,0.866,0.264,"alto"
"asesino","murderer","anger",-0.99,0.96,-0.242,"alto"
"asesino","murderous","anger",-0.972,0.669,0.364,"alto"
"asesino","cutthroat","anger",-0.78,0.646,0.326,"alto"
"asesino","murderous","disgust",-0.972,0.669,0.364,"alto"
"asesino","slayer","disgust",-0.918,0.86,0.322,"alto"
"asesino","murderer","disgust",-0.99,0.96,-0.242,"alto"
"asesino","cutthroat","fear",-0.78,0.646,0.326,"alto"
"asesino","assassin","fear",-0.854,0.866,0.264,"alto"
"asesino","slayer","fear",-0.918,0.86,0.322,"alto"
"asesino","murderous","fear",-0.972,0.669,0.364,"alto"
"asesino","murderer","fear",-0.99,0.96,-0.242,"alto"
"asesino","murderer","sadness",-0.99,0.96,-0.242,"alto"
"asesino","murderous","sadness",-0.972,0.669,0.364,"alto"
"asesino","slayer","sadness",-0.918,0.86,0.322,"alto"
"asesino","assassin","sadness",-0.854,0.866,0.264,"alto"
"asesino","murderous","surprise",-0.972,0.669,0.364,"alto"
"asesino","slayer","surprise",-0.918,0.86,0.322,"alto"
"asesor","assessor","trust",0.102,0.076,0.528,"medio"
"asesor","adviser","trust",0.49,-0.276,0.41,"medio"
"asfixia","suffocation","anger",-0.96,0.66,-0.076,"alto"
"asfixia","suffocation","fear",-0.96,0.66,-0.076,"alto"
"asilo","asylum","fear",-0.186,-0.34,-0.11,"bajo"
"asimetría","asymmetry","disgust",-0.048,-0.254,0.054,"medio"
"asistencia","attendance","anticipation",0.624,0,0.184,"medio"
"asistente","attendant","trust",0.16,-0.27,0.038,"medio"
"asistir","assist","trust",0.666,-0.13,0.258,"medio"
"asociación","association","trust",0.49,0,0.634,"medio"
"asociado","associate","trust",0.624,-0.182,0.25,"medio"
"asombro","astonishment","joy",0.36,0.436,0.038,"alto"
"asombro","astonishment","surprise",0.36,0.436,0.038,"alto"
"asombro","amaze","surprise",0.792,0.686,0.566,"alto"
"asombrosamente","surprisingly","anticipation",0.694,0.586,0.638,"alto"
"asombrosamente","astonishingly","surprise",0.654,0.796,0.546,"alto"
"asombrosamente","surprisingly","surprise",0.694,0.586,0.638,"alto"
"Asombrosamente","amazingly","joy",0.836,0.53,0.84,"alto"
"Asombrosamente","amazingly","surprise",0.836,0.53,0.84,"alto"
"áspid","asp","fear",-0.124,-0.022,-0.25,"medio"
"aspiración","aspiration","anticipation",0.408,0.448,0.35,"alto"
"aspiración","aspiration","joy",0.408,0.448,0.35,"alto"
"aspiración","aspiration","surprise",0.408,0.448,0.35,"alto"
"aspiración","aspiration","trust",0.408,0.448,0.35,"alto"
"aspirar","aspire","anticipation",0.624,-0.062,0.444,"medio"
"aspirar","aspire","joy",0.624,-0.062,0.444,"medio"
"asqueroso","nasty","anger",-0.77,0.24,-0.472,"medio"
"asqueroso","nasty","disgust",-0.77,0.24,-0.472,"medio"
"asqueroso","nasty","fear",-0.77,0.24,-0.472,"medio"
"asqueroso","nasty","sadness",-0.77,0.24,-0.472,"medio"
